Company,Day,Subject,Content
Product Hunt,Day 0,Following up on your enquiry,"Hi first_name,
Thank you for your interest in advertising on Product Hunt. Our ad units for the year are fully booked so we're now booking campaigns for Q1 2022.
The ads will promote your product across all of our channels, each of which targets different groups that frequent Product Hunt:
- Homepage: prime ad visibility with our daily core users
- Product & Topic Pages: visibility for users arriving via browser searches, SEO and Makers sharing their launches
- Newsletter: our mailing list of 400K+ dedicated tech and product enthusiasts
Our ads are sold at a $55 CPM and have an average CTR of 1.6%. Below is a breakdown of each channel and where you will see it on Product Hunt.
Homepage: This slot promotes company_name on the Product Hunt homepage in 4th place, 8th place, and 4th slots of previous days. Here are what some of these slots look like;
Product, Topic & Collection Pages: This static web display ad is shown across different high traffic points on Product Hunt. You can see an example of what this looks like with Snowflake & Google Cloud below (other examples attached as well);
- Product Page:
- Topics Page:
Newsletter: In the newsletter, you have two options to promote company_name in the daily digest;
- As the name sponsor for that edition, e.g. ""Product Hunt daily digest brought to you by. company_name"" There is also an image, textbox and CTA with up to 100 words, written in our editorial voice for maximum impact. You can see an example of what this looks like with Flatfile here. This works well for complex products that require more context or non-products like webinars, whitepapers etc.
- In the list of popular products from the day before. This works well for promoting your product as this is our most popular section in the newsletter. Here is an example with Stripe as the sponsor;
The starting budget is $27,500 for 500,000 impressions, and this will take 3-4 weeks to deliver. Our next available spot starts on January 1st, 2022.
Does this work? Let me know so I can place a slot on hold, and we can start the process of getting the IO signed. Also happy to help answer any questions or hop on a call to discuss if that's easier.
Chat soon,
John Doe
Sales & Partnerships at Product Hunt"
Product Hunt,Day 5,Re: Following up on your enquiry,"Hey first_name,
Following up here as I understand things can get quite busy.
Let me know if I can help answer any additional questions about advertising on Product Hunt.
Chat soon,
John"
Product Hunt,Day 7,Re: Following up on your enquiry,"Hi first_name,
As I haven't heard back I'll assume the timing isn't right and close this conversation.
If it makes sense to re-connect in the future, feel free to reach out.
Thanks,"
Human Creative,Day 0,first_name x Tom,"Hi first_name,
I've recently talked with a lot of SaaS product owners and noticed, that they struggle with an effective explanation of their services to the customers. How do you explain your ideas?
I¡¯m asking because we create ""How it Works?"" videos and websites for SaaS products. Check:
- Animation for Notify that increased number of qualified leads by 66%:  https://vimeo.com/421498943
- The client spent x2,6 more time on SaaS 3D tool Rapid Compact https://rapidcompact.com
You could help your customers to deeply understand your business and engage them.
Would you mind if I share my remarks about your brand?
Best,
John Doe
CEO & Founder"
Human Creative,Day 6,Re: first_name x Tom,"Hi first_name,
You¡¯re probably wondering if as an outside company we'll be able to capture the idea behind company_name brand ¡¦ I fully understand that, so let me convince you with some good old fashioned social proof that this conversation will be worth your time:
- ""Human Creative created an excellent animation explainer about our product and helped us to sell it. I highly recommend them as a professional and creative advertising agency"" - Carl Fenger, FE Fundinfo
- ""Tom's flexibility and efficiency allowed us to count him and his agency as a reliable partner to create outstanding website"" - Olivier Adler, Signatys
Let me know if you'll be free on Friday for a 20-30 minute call!
Best,
John Doe
CEO & Founder"
Human Creative,Day 14,Re: first_name x Tom,"first_name, I understand you're busy, but I¡¯d like to share with you some examples of our work, that might resonate with you more:
- Video for data management tool Media Pocket: https://vimeo.com/343467009
- Website for EUC Software company Workcope:  https://workscope.com
I'll be happy to jump on a quick call with you to share my point of view - let me know if you'll be interested!
Think out-of-the-box and have a brilliant day!
Best,
John Doe
CEO & Founder"
Human Creative,Day 19,Re: first_name x Tom,"first_name, since you clearly have doubts about our products, let me tell you one last thing:
We honestly care to see if our solution would be a fit for you. It¡¯s in our best interest not to push you to buy something that won¡¯t work for company_name.
We run multiple demos daily for all kinds of companies, and for some of them, it simply can¡¯t work. For others, it¡¯s a GAME CHANGER.
first_name, could you direct me to the person in charge of your brand so that we can explore if this can change your game too?
PS. Either way, I don¡¯t want to leave you empty-handed, so here¡¯s a link to a helpful article, I recently came across, about video marketing (2 min read):  https://www.markinblog.com/video-marketing-statistics/
Cheers!
Best,
John Doe
CEO & Founder"
Google,Day 0,!company  x Google,"Hi !first_name - hope you're doing well!
I'm reaching out from Google's Top-Tier Partnerships team. We are an invitation only program designed to grow Google¡¯s next round of long-term partners. Each quarter, we select a handful of businesses with high-growth ambitions to provide complimentary, hands-on strategy, support and resources by leveraging our data and consumer insights - something that's typically reserved for Google's largest partners. Kindly take a look at the attached pdf file for more context.
We'd like to quickly touch base with you to discuss !company growth plans and digital strategy for !year; here are some available times:
Monday (MM/DD): 2pm - 4pm edt
Tuesday (MM/DD): 11am - 12pm edt and
Wednesday (MM/DD): 11am - 1pm edt
Let me know if any of these work (feel free to share alternate times that work better) and I'll toss over an invite.
Sincerely,
John
?  John Doe
?  Digital Account Strategist- North America
?  Google
?  johndoe@google.com
?  Tel: +1 123-123-1230"
Google,Day 6,Re: !company  x Google,"Hey !first_name, - Hope you had a great weekend!
Just bumping up my previous note in case it was missed.
Best,
John
?  John Doe
?  Digital Account Strategist- North America
?  Google
?  johndoe@google.com
?  Tel: +1 123-123-1230"
Google,Day 9,Re: !company  x Google,"Hi !first_name, - happy Friday!
I thought it might be helpful to provide more information on our program.
For the companies we partner with, we dedicate a high-touch team to work with them to strategize, implement, and manage a campaign across Google's marketing solutions (Search, YouTube, Google Display, etc.). My team assists with account builds, optimization and getting access to betas that we are testing for our advertisers. Kindly take a look at the attached .pdf for more information.
Our initial call would be to answer any additional questions you have, and learn more about !company to determine if a partnership makes sense. I have also included here a link to our team site for more context. https://url.url.com
Are you available for a quick 20-30 min call next week? Let me know and I can set up a calendar invite.
Best,
John
?  John Doe
?  Digital Account Strategist- North America
?  Google
?  johndoe@google.com
?  Tel: +1 123-123-1230"
